id,title,genres,keywords,overview,cast,crew,vote_average,runtime,release_date,popularity,original_language
80913,Yuni Part 23,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Arawinda Kirana, Kevin Ardilova.","[{""name"": ""Arawinda Kirana"", ""character"": """"}, {""name"": ""Kevin Ardilova"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",7.9,96,2005-10-24,28.6,id
80914,"Before, Now & Then Part 23","[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Happy Salma, Laura Basuki.","[{""name"": ""Happy Salma"", ""character"": """"}, {""name"": ""Laura Basuki"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.0,91,2024-03-21,64.2,id
80915,Marlina the Murderer in Four Acts Part 23,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Western""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Western genre, directed by Mouly Surya. This film features standout performances by Marsha Timothy, Dea Panendra.","[{""name"": ""Marsha Timothy"", ""character"": """"}, {""name"": ""Dea Panendra"", ""character"": """"}]","[{""name"": ""Mouly Surya"", ""job"": ""Director""}]",8.3,162,2012-03-26,57.3,id
80916,The Night Comes for Us Part 23,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Timo Tjahjanto. This film features standout performances by Joe Taslim, Iko Uwais.","[{""name"": ""Joe Taslim"", ""character"": """"}, {""name"": ""Iko Uwais"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",8.3,121,2001-02-18,41.6,id
80917,Headshot Part 23,"[{""id"": 0, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action genre, directed by The Mo Brothers. This film features standout performances by Iko Uwais, Chelsea Islan.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Chelsea Islan"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",7.0,95,2024-01-16,97.1,id
80918,Macabre Part 23,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Slasher""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Slasher genre, directed by The Mo Brothers. This film features standout performances by Shareefa Daanish, Julie Estelle.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Julie Estelle"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",6.0,111,2002-12-14,91.6,id
80919,Susi Susanti: Love All Part 23,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Sport""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Sport genre, directed by Sim F. This film features standout performances by Laura Basuki, Dion Wiyoko.","[{""name"": ""Laura Basuki"", ""character"": """"}, {""name"": ""Dion Wiyoko"", ""character"": """"}]","[{""name"": ""Sim F"", ""job"": ""Director""}]",6.4,175,2013-03-28,19.5,id
80920,27 Steps of May Part 23,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Ravi Bharwani. This film features standout performances by Raihaanun, Lukman Sardi.","[{""name"": ""Raihaanun"", ""character"": """"}, {""name"": ""Lukman Sardi"", ""character"": """"}]","[{""name"": ""Ravi Bharwani"", ""job"": ""Director""}]",8.7,165,2017-12-03,65.9,id
80921,Danur: I Can See Ghosts Part 24,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Shareefa Daanish.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Shareefa Daanish"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",7.2,146,2017-07-25,69.7,id
80922,Danur 2: Maddah Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Sophia Latjuba.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Sophia Latjuba"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.3,132,2008-02-04,48.2,id
80923,Danur 3: Sunyaruri Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Rizky Nazar.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Rizky Nazar"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",7.1,174,2021-09-02,73.1,id
80924,Asih Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Shareefa Daanish, Citra Kirana.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Citra Kirana"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",6.0,128,2022-11-06,84.4,id
80925,Ivanna Part 24,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Thriller genre, directed by Kimo Stamboel. This film features standout performances by Caitlin Halderman, Jovarel Callum.","[{""name"": ""Caitlin Halderman"", ""character"": """"}, {""name"": ""Jovarel Callum"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",6.2,86,2025-10-31,45.6,id
80926,Agak Laen Part 24,"[{""id"": 0, ""name"": ""Comedy""}, {""id"": 1, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Comedy, Horror genre, directed by Muhadkly Acho. This film features standout performances by Bene Dion, Boris Bokir.","[{""name"": ""Bene Dion"", ""character"": """"}, {""name"": ""Boris Bokir"", ""character"": """"}]","[{""name"": ""Muhadkly Acho"", ""job"": ""Director""}]",8.5,170,2006-12-29,64.3,id
80927,KKN di Desa Penari Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Tissa Biani, Adinda Thomas.","[{""name"": ""Tissa Biani"", ""character"": """"}, {""name"": ""Adinda Thomas"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",7.4,123,2012-06-09,81.5,id
80928,The Raid: Redemption Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Joe Taslim.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Joe Taslim"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",7.1,151,2014-05-20,83.4,id
80929,The Raid 2 Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Arifin Putra.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Arifin Putra"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",7.3,124,2011-06-25,5.9,id
80930,Pengabdi Setan Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Bront Palarae.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Bront Palarae"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.7,158,2009-12-25,96.4,id
80931,Pengabdi Setan 2: Communion Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Endy Arfian.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Endy Arfian"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.5,147,2013-12-01,80.8,id
80932,Laskar Pelangi Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Riri Riza. This film features standout performances by Cut Mini, Ikranagara.","[{""name"": ""Cut Mini"", ""character"": """"}, {""name"": ""Ikranagara"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",6.6,171,2002-12-23,28.3,id
80933,Habibie & Ainun Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Faozan Rizal. This film features standout performances by Reza Rahadian, Bunga Citra Lestari.","[{""name"": ""Reza Rahadian"", ""character"": """"}, {""name"": ""Bunga Citra Lestari"", ""character"": """"}]","[{""name"": ""Faozan Rizal"", ""job"": ""Director""}]",7.8,92,2020-02-19,38.8,id
80934,Ayat-Ayat Cinta Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Hanung Bramantyo. This film features standout performances by Fedi Nuril, Rianti Cartwright.","[{""name"": ""Fedi Nuril"", ""character"": """"}, {""name"": ""Rianti Cartwright"", ""character"": """"}]","[{""name"": ""Hanung Bramantyo"", ""job"": ""Director""}]",8.0,102,2025-09-17,94.3,id
80935,Ada Apa Dengan Cinta? Part 24,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Rudi Soedjarwo. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",6.5,148,2011-09-02,20.9,id
80936,Ada Apa Dengan Cinta 2 Part 24,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Riri Riza. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",7.4,113,2025-04-09,98.2,id
80937,Gundala Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Sci-Fi""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Sci-Fi genre, directed by Joko Anwar. This film features standout performances by Abimana Aryasatya, Tara Basro.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Tara Basro"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.8,95,2008-06-09,66.5,id
80938,Impetigore Part 24,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Marissa Anita.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Marissa Anita"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.3,143,2006-12-23,94.1,id
80939,The Big 4 Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Comedy""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Comedy genre, directed by Timo Tjahjanto. This film features standout performances by Abimana Aryasatya, Putri Marino.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Putri Marino"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",7.2,86,2016-09-18,92.9,id
80940,Dilan 1990 Part 24,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",5.9,135,2002-09-18,90.5,id
80941,Dilan 1991 Part 24,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",6.3,120,2006-02-06,49.7,id
80942,Milea: Suara dari Dilan Part 24,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",8.5,153,2012-05-30,87.3,id
80943,Stealing Raden Saleh Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Heist""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Heist genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",6.1,142,2020-11-08,60.6,id
80944,Nanti Kita Cerita Tentang Hari Ini Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Angga Dwimas Sasongko. This film features standout performances by Rachel Amanda, Rio Dewanto.","[{""name"": ""Rachel Amanda"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",7.0,163,2025-03-26,42.2,id
80945,Sayap Sayap Patah Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Action genre, directed by Rudi Soedjarwo. This film features standout performances by Nicholas Saputra, Ariel Tatum.","[{""name"": ""Nicholas Saputra"", ""character"": """"}, {""name"": ""Ariel Tatum"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",8.4,122,2016-01-30,59.2,id
80946,Sewu Dino Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Kimo Stamboel. This film features standout performances by Mikha Tambayong, Rio Dewanto.","[{""name"": ""Mikha Tambayong"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",6.0,138,2001-12-06,27.0,id
80947,Di Ambang Kematian Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Azhar Kinoi Lubis. This film features standout performances by Taskya Namya, Wafda Saifan.","[{""name"": ""Taskya Namya"", ""character"": """"}, {""name"": ""Wafda Saifan"", ""character"": """"}]","[{""name"": ""Azhar Kinoi Lubis"", ""job"": ""Director""}]",6.4,144,2007-03-18,14.4,id
80948,Siksa Neraka Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Anggy Umara. This film features standout performances by Kiesha Alvaro, Ariyo Wahab.","[{""name"": ""Kiesha Alvaro"", ""character"": """"}, {""name"": ""Ariyo Wahab"", ""character"": """"}]","[{""name"": ""Anggy Umara"", ""job"": ""Director""}]",5.9,121,2022-10-26,31.9,id
80949,Mencuri Raden Saleh Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",8.8,125,2020-03-23,33.2,id
80950,Suzanna: Bernapas dalam Kubur Part 24,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Rocky Soraya. This film features standout performances by Luna Maya, Herjunot Ali.","[{""name"": ""Luna Maya"", ""character"": """"}, {""name"": ""Herjunot Ali"", ""character"": """"}]","[{""name"": ""Rocky Soraya"", ""job"": ""Director""}]",6.8,88,2025-06-08,41.3,id
80951,Sang Penari Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""History""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, History genre, directed by Ifa Isfansyah. This film features standout performances by Prisia Nasution, Oka Antara.","[{""name"": ""Prisia Nasution"", ""character"": """"}, {""name"": ""Oka Antara"", ""character"": """"}]","[{""name"": ""Ifa Isfansyah"", ""job"": ""Director""}]",7.6,96,2003-09-18,94.8,id
80952,Photocopier Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Mystery genre, directed by Wregas Bhanuteja. This film features standout performances by Shenina Cinnamon, Chicco Kurniawan.","[{""name"": ""Shenina Cinnamon"", ""character"": """"}, {""name"": ""Chicco Kurniawan"", ""character"": """"}]","[{""name"": ""Wregas Bhanuteja"", ""job"": ""Director""}]",7.4,146,2001-04-17,51.2,id
80953,Yuni Part 24,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Arawinda Kirana, Kevin Ardilova.","[{""name"": ""Arawinda Kirana"", ""character"": """"}, {""name"": ""Kevin Ardilova"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",6.2,150,2004-01-17,8.0,id
80954,"Before, Now & Then Part 24","[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Happy Salma, Laura Basuki.","[{""name"": ""Happy Salma"", ""character"": """"}, {""name"": ""Laura Basuki"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.2,160,2023-03-03,66.7,id
80955,Marlina the Murderer in Four Acts Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Western""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Western genre, directed by Mouly Surya. This film features standout performances by Marsha Timothy, Dea Panendra.","[{""name"": ""Marsha Timothy"", ""character"": """"}, {""name"": ""Dea Panendra"", ""character"": """"}]","[{""name"": ""Mouly Surya"", ""job"": ""Director""}]",5.8,108,2002-11-09,43.3,id
80956,The Night Comes for Us Part 24,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Timo Tjahjanto. This film features standout performances by Joe Taslim, Iko Uwais.","[{""name"": ""Joe Taslim"", ""character"": """"}, {""name"": ""Iko Uwais"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",6.8,160,2017-01-15,61.7,id
80957,Headshot Part 24,"[{""id"": 0, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action genre, directed by The Mo Brothers. This film features standout performances by Iko Uwais, Chelsea Islan.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Chelsea Islan"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",5.9,169,2024-06-16,97.7,id
80958,Macabre Part 24,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Slasher""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Slasher genre, directed by The Mo Brothers. This film features standout performances by Shareefa Daanish, Julie Estelle.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Julie Estelle"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",5.8,140,2012-05-24,74.4,id
80959,Susi Susanti: Love All Part 24,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Sport""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Sport genre, directed by Sim F. This film features standout performances by Laura Basuki, Dion Wiyoko.","[{""name"": ""Laura Basuki"", ""character"": """"}, {""name"": ""Dion Wiyoko"", ""character"": """"}]","[{""name"": ""Sim F"", ""job"": ""Director""}]",7.1,111,2007-02-25,20.2,id
80960,27 Steps of May Part 24,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Ravi Bharwani. This film features standout performances by Raihaanun, Lukman Sardi.","[{""name"": ""Raihaanun"", ""character"": """"}, {""name"": ""Lukman Sardi"", ""character"": """"}]","[{""name"": ""Ravi Bharwani"", ""job"": ""Director""}]",8.6,87,2007-02-25,8.2,id
80961,Danur: I Can See Ghosts Part 25,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Shareefa Daanish.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Shareefa Daanish"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.1,143,2010-10-23,55.1,id
80962,Danur 2: Maddah Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Sophia Latjuba.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Sophia Latjuba"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",5.6,141,2011-08-19,97.6,id
80963,Danur 3: Sunyaruri Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Rizky Nazar.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Rizky Nazar"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",5.9,156,2002-11-20,82.9,id
80964,Asih Part 25,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Shareefa Daanish, Citra Kirana.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Citra Kirana"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.2,147,2001-08-16,61.4,id
80965,Ivanna Part 25,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Thriller genre, directed by Kimo Stamboel. This film features standout performances by Caitlin Halderman, Jovarel Callum.","[{""name"": ""Caitlin Halderman"", ""character"": """"}, {""name"": ""Jovarel Callum"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",6.8,100,2019-08-03,45.2,id
